FLO,2020-11-05,Sep 2020,0.25,0.29,0.04,16
VMW,2020-11-24,Oct 2020,1.43,1.66,0.23,16
EFX,2020-10-21,Sep 2020,1.61,1.87,0.26,16.1
VRM,2020-11-11,Sep 2020,-0.37,-0.31,0.06,16.2
THS,2020-11-05,Sep 2020,0.61,0.71,0.1,16.3
VMI,2020-10-21,Sep 2020,1.71,1.99,0.28,16.3
SAM,2020-10-22,Sep 2020,5.24,6.1,0.86,16.4
AMGN,2020-10-28,Sep 2020,3.75,4.37,0.62,16.5
CACI,2020-10-28,Sep 2020,3.15,3.67,0.52,16.5
CAT,2020-10-27,Sep 2020,1.15,1.34,0.19,16.5
FRC,2020-10-13,Sep 2020,1.38,1.61,0.23,16.6
HBI,2020-11-05,Sep 2020,0.36,0.42,0.06,16.6
IEX,2020-10-27,Sep 2020,1.2,1.4,0.2,16.6
MTD,2020-11-05,Sep 2020,6.02,7.02,1,16.6
SWI,2020-10-27,Sep 2020,0.24,0.28,0.04,16.6
PRI,2020-11-04,Sep 2020,2.38,2.78,0.4,16.8
BBY,2020-11-24,Oct 2020,1.76,2.06,0.3,17
GNTX,2020-10-23,Sep 2020,0.41,0.48,0.07,17
KEY,2020-10-21,Sep 2020,0.35,0.41,0.06,17.1
CBT,2020-11-23,Sep 2020,0.58,0.68,0.1,17.2
BWA,2020-10-29,Sep 2020,0.75,0.88,0.13,17.3
CRI,2020-10-23,Sep 2020,1.67,1.96,0.29,17.3
LMND,2020-11-10,Sep 2020,-0.69,-0.57,0.12,17.3
TSCO,2020-10-22,Sep 2020,1.38,1.62,0.24,17.3
NOW,2020-10-28,Sep 2020,1.03,1.21,0.18,17.4
RKT,2020-11-10,Sep 2020,1.03,1.21,0.18,17.4
ZION,2020-10-19,Sep 2020,0.86,1.01,0.15,17.4
LDOS,2020-11-02,Sep 2020,1.25,1.47,0.22,17.6
NFG,2020-11-05,Sep 2020,0.34,0.4,0.06,17.6
UNH,2020-10-14,Sep 2020,2.98,3.51,0.53,17.7
BWXT,2020-11-02,Sep 2020,0.67,0.79,0.12,17.9
BLK,2020-10-13,Sep 2020,7.81,9.22,1.41,18
GPK,2020-10-20,Sep 2020,0.22,0.26,0.04,18.1
RP,2020-11-05,Sep 2020,0.44,0.52,0.08,18.1
TMX,2020-11-05,Sep 2020,0.22,0.26,0.04,18.1
VRSN,2020-10-22,Sep 2020,1.26,1.49,0.23,18.2
FNF,2020-11-04,Sep 2020,1.25,1.48,0.23,18.4
LUV,2020-10-22,Sep 2020,-2.44,-1.99,0.45,18.4
STL,2020-10-21,Sep 2020,0.38,0.45,0.07,18.4
OKE,2020-10-27,Sep 2020,0.59,0.7,0.11,18.6
SPR,2020-11-03,Sep 2020,-1.65,-1.34,0.31,18.7
CDK,2020-11-02,Sep 2020,0.69,0.82,0.13,18.8
GNRC,2020-10-28,Sep 2020,1.75,2.08,0.33,18.8
NUE,2020-10-22,Sep 2020,0.53,0.63,0.1,18.8
MSFT,2020-10-27,Sep 2020,1.53,1.82,0.29,18.9
ATR,2020-10-29,Sep 2020,0.84,1,0.16,19
IDXX,2020-10-29,Sep 2020,1.42,1.69,0.27,19
RPM,2020-10-07,Aug 2020,1.21,1.44,0.23,19
DISCA,2020-11-05,Sep 2020,0.68,0.81,0.13,19.1
EWBC,2020-10-22,Sep 2020,0.94,1.12,0.18,19.1
WFC,2020-10-14,Sep 2020,0.47,0.56,0.09,19.1
HPQ,2020-11-24,Oct 2020,0.52,0.62,0.1,19.2
XYL,2020-10-29,Sep 2020,0.52,0.62,0.1,19.2
PRU,2020-11-03,Sep 2020,2.69,3.21,0.52,19.3
SRCL,2020-11-05,Sep 2020,0.57,0.68,0.11,19.3
STE,2020-11-02,Sep 2020,1.24,1.48,0.24,19.3
EXC,2020-11-03,Sep 2020,0.87,1.04,0.17,19.5
AYI,2020-10-08,Aug 2020,1.96,2.35,0.39,19.9
