WBA,2020-10-15,Aug 2020,0.96,1.02,0.06,6.2
AME,2020-10-29,Sep 2020,0.95,1.01,0.06,6.3
ENTG,2020-10-22,Sep 2020,0.63,0.67,0.04,6.3
NSC,2020-10-28,Sep 2020,2.36,2.51,0.15,6.3
STWD,2020-11-05,Sep 2020,0.47,0.5,0.03,6.3
TER,2020-10-20,Sep 2020,1.11,1.18,0.07,6.3
USB,2020-10-14,Sep 2020,0.93,0.99,0.06,6.4
AKAM,2020-10-27,Sep 2020,1.23,1.31,0.08,6.5
FR,2020-10-21,Sep 2020,0.46,0.49,0.03,6.5
TRU,2020-10-27,Sep 2020,0.76,0.81,0.05,6.5
ACC,2020-10-26,Sep 2020,0.3,0.32,0.02,6.6
AMCR,2020-11-05,Sep 2020,0.15,0.16,0.01,6.6
DCI,2020-12-03,Oct 2020,0.45,0.48,0.03,6.6
SJM,2020-11-24,Oct 2020,2.24,2.39,0.15,6.7
AAP,2020-11-10,Sep 2020,2.63,2.81,0.18,6.8
AMAT,2020-11-12,Oct 2020,1.17,1.25,0.08,6.8
FTV,2020-10-27,Sep 2020,0.88,0.94,0.06,6.8
PB,2020-10-28,Sep 2020,1.31,1.4,0.09,6.8
EQH,2020-11-04,Sep 2020,1.16,1.24,0.08,6.9
ETRN,2020-11-03,Sep 2020,0.29,0.31,0.02,6.9
JAZZ,2020-11-02,Sep 2020,4.03,4.31,0.28,6.9
ADBE,2020-09-15,Aug 2020,2.4,2.57,0.17,7
CSCO,2020-11-12,Oct 2020,0.71,0.76,0.05,7
MMM,2020-10-27,Sep 2020,2.27,2.43,0.16,7
CTVA,2020-11-04,Sep 2020,-0.42,-0.39,0.03,7.1
AMT,2020-10-29,Sep 2020,2.08,2.23,0.15,7.2
